GISJOIN,YEAR,STATE,TRACTA,race_white,race_black,race_american_indian_eskimo_aleut,race_asian_pacific_islander,race_other,housing_occupied,housing_vacant,year_built_1989_to_1990,year_built_1985_to_1988,year_built_1980_to_1984,year_built_1970_to_1979,year_built_1960_to_1969,year_built_1950_to_1959,year_built_1940_to_1949,year_built_1939_or_earlier,total_above_poverty,total_below_poverty,total_poverty_determined,poverty_rate,total_housing_units,occupancy_rate,median_home_value_1990,2019-23_value,home_value_ratio_2019_23_to_1990
G06003702701,1990,California,2701,2523,675,15,640,290,2282,205,125,682,228,671,433,247,43,58,3653,490,4143,0.11827178373159546,2487,0.9175713711298753,196500.0,359500,1.8295165394402035
G06003702701,1990,California,2701,2523,675,15,640,290,2282,205,125,682,228,671,433,247,43,58,3653,490,4143,0.11827178373159546,2487,0.9175713711298753,196500.0,878500,4.470737913486005
G06003702702,1990,California,2702,1414,357,0,398,824,897,47,0,62,7,167,136,189,171,212,2545,439,2984,0.14711796246648792,944,0.9502118644067796,232246.3768115942,1244000,5.356380655226209
G06003702703,1990,California,2703,847,1827,54,206,548,1210,78,5,0,8,141,160,310,509,155,2932,432,3364,0.12841854934601665,1288,0.9394409937888198,209558.82352941178,1793000,8.556070175438595
G06003702711,1990,California,2711,2631,77,13,612,199,1507,148,75,85,20,184,150,315,676,150,3254,278,3532,0.07870894677236694,1655,0.9105740181268882,376274.50980392157,1640800,4.3606461698801455
G06003702712,1990,California,2712,2402,108,8,711,570,1640,104,35,180,40,267,276,440,393,113,3359,434,3793,0.11442130239915634,1744,0.9403669724770642,343216.08040201006,997800,2.9072064421669106
G06003702713,1990,California,2713,2286,62,5,511,184,1357,64,37,105,58,149,92,290,423,267,2841,198,3039,0.06515301085883514,1421,0.9549612948627727,349275.3623188406,1488600,4.261966804979253
G06003702714,1990,California,2714,2916,6,6,444,121,1342,33,0,0,0,22,69,774,461,49,3368,125,3493,0.035785857429144,1375,0.976,416735.112936345,1770500,4.24850209411185
G06003702715,1990,California,2715,2437,33,9,351,87,1325,39,0,22,16,104,274,378,557,13,2705,209,2914,0.07172271791352093,1364,0.9714076246334311,479504.5045045045,2000001,4.170974372945045
G06003702716,1990,California,2716,2093,22,0,268,82,1124,73,28,87,17,98,93,275,588,11,2318,145,2463,0.05887129516849371,1197,0.9390142021720969,536643.0260047282,1803600,3.3608933920704844
G06003702719,1990,California,2719,4458,197,15,733,614,2612,107,8,105,277,432,401,769,492,235,5546,467,6013,0.07766505903874937,2719,0.9606472968002943,441077.4410774411,1725000,3.9108778625954197
G06003702719,1990,California,2719,4458,197,15,733,614,2612,107,8,105,277,432,401,769,492,235,5546,467,6013,0.07766505903874937,2719,0.9606472968002943,441077.4410774411,2000001,4.53435341221374
G06003702721,1990,California,2721,3346,85,24,391,390,1704,88,70,64,48,53,126,479,636,316,3921,289,4210,0.06864608076009501,1792,0.9508928571428571,359825.87064676615,1723500,4.789816799170412
G06003702722,1990,California,2722,4179,240,54,496,581,2512,169,58,216,227,503,684,436,378,179,4904,621,5525,0.11239819004524887,2681,0.9369638194703469,306182.79569892475,1532700,5.005833187006146
G06003702722,1990,California,2722,4179,240,54,496,581,2512,169,58,216,227,503,684,436,378,179,4904,621,5525,0.11239819004524887,2681,0.9369638194703469,306182.79569892475,1090500,3.5615978928884986
G06003702731,1990,California,2731,2969,98,3,234,290,1640,49,4,6,3,21,178,844,526,107,3346,212,3558,0.059584035975267007,1689,0.9709887507400828,334328.3582089552,1969100,5.88971875
G06003702732,1990,California,2732,2060,1239,19,77,1364,1598,103,65,71,11,112,264,410,519,249,3919,827,4746,0.17425200168563001,1701,0.9394473838918284,280263.15789473685,1944000,6.936338028169014
G06003702733,1990,California,2733,2052,940,70,53,1342,1535,151,12,74,13,180,339,409,293,366,2966,1474,4440,0.331981981981982,1686,0.9104389086595492,278571.4285714286,2000001,7.179490769230769
G06003702734,1990,California,2734,2929,137,0,59,247,2056,257,56,47,16,226,224,447,171,1126,2739,560,3299,0.1697484086086693,2313,0.8888888888888888,413235.29411764705,2000001,4.839860071174377
G06003702734,1990,California,2734,2929,137,0,59,247,2056,257,56,47,16,226,224,447,171,1126,2739,560,3299,0.1697484086086693,2313,0.8888888888888888,413235.29411764705,1587400,3.8413950177935945
G06003702735,1990,California,2735,2665,216,33,107,209,1943,183,24,15,99,335,239,275,241,898,2773,444,3217,0.13801678582530308,2126,0.9139228598306679,384375.0,2000001,5.203254634146341
G06003702736,1990,California,2736,2095,150,21,46,189,1145,75,0,15,24,39,73,248,159,662,2264,233,2497,0.09331197436924309,1220,0.9385245901639344,340950.2262443439,2000001,5.865961791639018
G06003702737,1990,California,2737,2099,60,6,119,616,1127,51,15,23,0,12,187,189,363,389,2561,326,2887,0.11291998614478697,1178,0.9567062818336163,342181.8181818182,2000001,5.844848831030818
G06003702738,1990,California,2738,2504,98,0,190,269,1405,137,72,285,38,47,145,168,242,545,2682,379,3061,0.12381574648807579,1542,0.9111543450064851,339788.7323943662,1682100,4.950429015544041
G06003702739,1990,California,2739,4002,213,12,138,160,2428,251,19,188,51,548,452,630,351,440,4082,409,4491,0.09107103095079047,2679,0.9063083240014931,501697.5308641975,2000001,3.9864676960935097
G06003702741,1990,California,2741,1214,18,36,120,219,616,58,0,30,20,79,147,124,169,105,1537,64,1601,0.03997501561524047,674,0.913946587537092,354210.5263157895,1621000,4.576374442793462
G06003702742,1990,California,2742,5542,221,0,219,52,3659,669,65,279,541,1802,1053,357,144,87,5623,411,6034,0.06811402055021544,4328,0.8454251386321626,526122.4489795918,1688500,3.2093289371605898
G06003702751,1990,California,2751,2497,228,59,550,2374,1763,112,119,267,131,261,242,458,321,76,4242,1443,5685,0.2538258575197889,1875,0.9402666666666667,277450.98039215687,1164600,4.197498233215548
G06003702751,1990,California,2751,2497,228,59,550,2374,1763,112,119,267,131,261,242,458,321,76,4242,1443,5685,0.2538258575197889,1875,0.9402666666666667,277450.98039215687,1591000,5.73434628975265
G06003702752,1990,California,2752,2053,200,12,387,1131,1472,190,215,220,177,210,316,329,125,70,3207,576,3783,0.1522601110229976,1662,0.8856799037304453,277840.90909090906,1196400,4.306061349693252
G06003702754,1990,California,2754,1438,28,15,242,387,842,24,0,0,17,74,30,245,393,107,2012,88,2100,0.0419047619047619,866,0.9722863741339491,288244.04761904763,1162800,4.034081569437274
G06003702755,1990,California,2755,1780,889,49,1090,2108,1672,45,51,0,0,89,328,611,542,96,3740,2154,5894,0.3654563963352562,1717,0.9737914967967385,257007.57575757575,1059600,4.122835666912307
G06003702756,1990,California,2756,1725,130,9,832,744,1332,59,18,56,0,117,264,676,249,11,3109,318,3427,0.09279252990954187,1391,0.9575844716031632,288932.2916666667,1169600,4.04800721045516
G06003702756,1990,California,2756,1725,130,9,832,744,1332,59,18,56,0,117,264,676,249,11,3109,318,3427,0.09279252990954187,1391,0.9575844716031632,288932.2916666667,1191900,4.125187922487607
G06003702756,1990,California,2756,1725,130,9,832,744,1332,59,18,56,0,117,264,676,249,11,3109,318,3427,0.09279252990954187,1391,0.9575844716031632,288932.2916666667,1776900,6.149883731410545
G06003702760,1990,California,2760,4617,49,0,447,153,2195,112,0,14,15,29,35,553,1638,23,5132,119,5251,0.022662350028565988,2307,0.9514521022973559,357032.1811680572,1327400,3.717872141545652
G06003702761,1990,California,2761,2014,1059,0,216,151,1848,236,156,429,40,86,171,587,585,30,3135,294,3429,0.0857392825896763,2084,0.8867562380038387,292934.7826086957,674300,2.301877551020408
G06003702761,1990,California,2761,2014,1059,0,216,151,1848,236,156,429,40,86,171,587,585,30,3135,294,3429,0.0857392825896763,2084,0.8867562380038387,292934.7826086957,1184300,4.042879406307978
G06003702764,1990,California,2764,3369,0,19,293,47,1460,47,5,11,5,0,48,510,906,22,3617,96,3713,0.025855103689738757,1507,0.9688122096881221,363081.86195826647,1626400,4.47943059239611
G06003702765,1990,California,2765,3224,468,22,419,161,711,32,0,0,0,7,50,151,498,37,1507,154,1661,0.09271523178807947,743,0.9569313593539704,350760.45627376426,1368800,3.902378319783198
G06003702770,1990,California,2770,4531,19,17,354,85,2022,38,8,8,10,28,64,1121,805,16,4925,81,5006,0.016180583300039953,2060,0.9815533980582525,397924.5283018868,1564900,3.932655286865813
G06003702771,1990,California,2771,2566,0,11,278,92,1124,26,0,14,15,15,22,396,681,7,2706,221,2927,0.07550392893747865,1150,0.9773913043478261,295535.71428571426,1119700,3.7887129909365562
G06003702772,1990,California,2772,1899,451,20,321,709,1443,112,22,0,49,197,468,355,421,43,2901,463,3364,0.13763376932223542,1555,0.9279742765273312,295000.0,511100,1.732542372881356
G06003702780,1990,California,2780,1958,127,0,228,147,920,49,40,59,44,55,4,181,549,37,2194,266,2460,0.108130081300813,969,0.9494324045407637,278100.7751937985,1088900,3.915487108013937
G06003702781,1990,California,2781,2732,50,16,110,28,1539,131,13,0,66,305,438,528,207,113,2685,251,2936,0.08549046321525886,1670,0.921556886227545,525862.0689655172,1941900,3.692793442622951
G06003702911,1990,California,2911,1615,3274,20,802,2825,2433,100,99,157,57,216,338,845,632,189,7012,1445,8457,0.17086437270899846,2533,0.9605211212001579,154356.0606060606,809400,5.243720245398773
G06003702911,1990,California,2911,1615,3274,20,802,2825,2433,100,99,157,57,216,338,845,632,189,7012,1445,8457,0.17086437270899846,2533,0.9605211212001579,154356.0606060606,681800,4.417060122699387
G06003702911,1990,California,2911,1615,3274,20,802,2825,2433,100,99,157,57,216,338,845,632,189,7012,1445,8457,0.17086437270899846,2533,0.9605211212001579,154356.0606060606,596900,3.867033128834356
G06003702912,1990,California,2912,2005,878,36,2121,2348,2283,111,57,371,199,209,397,722,252,187,6124,1213,7337,0.16532642769524328,2394,0.9536340852130326,199328.8590604027,710400,3.5639595959595955
G06003702912,1990,California,2912,2005,878,36,2121,2348,2283,111,57,371,199,209,397,722,252,187,6124,1213,7337,0.16532642769524328,2394,0.9536340852130326,199328.8590604027,698900,3.506265993265993
G06003702913,1990,California,2913,988,99,0,1586,127,979,0,49,0,4,84,187,507,138,10,2698,102,2800,0.03642857142857143,979,1.0,241532.25806451612,686100,2.8406143572621034
G06003702920,1990,California,2920,3121,499,48,749,1514,1715,104,243,385,167,51,227,456,234,56,4767,1132,5899,0.19189693168333616,1819,0.94282572842221,232346.49122807017,778800,3.351890514393582
G06003702920,1990,California,2920,3121,499,48,749,1514,1715,104,243,385,167,51,227,456,234,56,4767,1132,5899,0.19189693168333616,1819,0.94282572842221,232346.49122807017,796900,3.429791411042945
G06003702941,1990,California,2941,3590,528,15,552,1834,1692,57,28,64,149,145,348,424,447,144,5464,994,6458,0.15391762155466088,1749,0.967409948542024,160681.81818181818,603400,3.7552475247524755
G06003702941,1990,California,2941,3590,528,15,552,1834,1692,57,28,64,149,145,348,424,447,144,5464,994,6458,0.15391762155466088,1749,0.967409948542024,160681.81818181818,618400,3.8485997171145687
G06003702942,1990,California,2942,2410,64,32,304,1186,1200,53,61,61,74,32,115,438,293,179,3609,368,3977,0.09253205934121198,1253,0.9577015163607342,182867.64705882352,636300,3.4795657418576598
G06003702943,1990,California,2943,2953,113,59,611,2476,1737,61,0,90,166,242,368,524,201,207,5559,603,6162,0.09785783836416748,1798,0.9660734149054505,166720.77922077922,605900,3.63422005842259
G06003702943,1990,California,2943,2953,113,59,611,2476,1737,61,0,90,166,242,368,524,201,207,5559,603,6162,0.09785783836416748,1798,0.9660734149054505,166720.77922077922,553900,3.3223213242453746
G06003702944,1990,California,2944,2842,939,36,512,2129,2116,166,12,520,532,555,196,103,252,112,4947,1511,6458,0.23397336636729638,2282,0.9272567922874672,159722.22222222222,499000,3.1241739130434785
G06003702944,1990,California,2944,2842,939,36,512,2129,2116,166,12,520,532,555,196,103,252,112,4947,1511,6458,0.23397336636729638,2282,0.9272567922874672,159722.22222222222,453200,2.8374260869565218
G06003702945,1990,California,2945,3795,254,65,332,2138,1774,96,27,293,157,127,351,251,283,381,4987,1584,6571,0.24105919951301172,1870,0.948663101604278,169474.63768115942,598400,3.5309118118653124
G06003702945,1990,California,2945,3795,254,65,332,2138,1774,96,27,293,157,127,351,251,283,381,4987,1584,6571,0.24105919951301172,1870,0.948663101604278,169474.63768115942,616500,3.637712453233565
G06003702946,1990,California,2946,4357,148,28,201,3198,1995,92,85,86,113,375,280,390,249,509,6182,1722,7904,0.21786437246963564,2087,0.9559175850503114,158437.5,667900,4.215542406311637
G06003702946,1990,California,2946,4357,148,28,201,3198,1995,92,85,86,113,375,280,390,249,509,6182,1722,7904,0.21786437246963564,2087,0.9559175850503114,158437.5,605700,3.8229585798816568
G06003702947,1990,California,2947,1980,116,59,54,1036,917,204,87,111,72,231,126,112,160,222,2231,980,3211,0.30520087200249146,1121,0.8180196253345228,169500.0,479200,2.8271386430678467
G06003702948,1990,California,2948,6030,496,37,418,3752,2616,244,0,713,127,266,357,622,219,556,7647,3042,10689,0.2845916362615773,2860,0.9146853146853147,153787.87878787878,630300,4.098502463054187
G06003702948,1990,California,2948,6030,496,37,418,3752,2616,244,0,713,127,266,357,622,219,556,7647,3042,10689,0.2845916362615773,2860,0.9146853146853147,153787.87878787878,404800,2.6321970443349754
G06003702948,1990,California,2948,6030,496,37,418,3752,2616,244,0,713,127,266,357,622,219,556,7647,3042,10689,0.2845916362615773,2860,0.9146853146853147,153787.87878787878,577000,3.75192118226601
G06003702949,1990,California,2949,1924,193,0,249,857,778,22,0,78,0,98,108,153,215,148,2028,1178,3206,0.36743605739238927,800,0.9725,173584.90566037735,528200,3.042891304347826
G06003702951,1990,California,2951,5827,521,67,839,287,2508,72,35,319,313,876,761,135,88,53,7256,279,7535,0.03702720637027206,2580,0.9720930232558139,287208.2585278276,710100,2.47242194092827
G06003702962,1990,California,2962,3110,737,41,209,2057,1961,111,59,287,105,508,186,183,443,301,3864,2271,6135,0.37017114914425425,2072,0.9464285714285714,180769.23076923078,613000,3.391063829787234
G06003702962,1990,California,2962,3110,737,41,209,2057,1961,111,59,287,105,508,186,183,443,301,3864,2271,6135,0.37017114914425425,2072,0.9464285714285714,180769.23076923078,463200,2.562382978723404
G06003702963,1990,California,2963,2981,195,22,477,294,1644,66,15,659,437,273,263,41,12,10,3768,192,3960,0.048484848484848485,1710,0.9614035087719298,341292.13483146066,653200,1.9139028806584364
G06003702964,1990,California,2964,5101,184,8,344,476,2348,69,0,44,22,500,283,721,537,310,5853,249,6102,0.040806293018682396,2417,0.9714522134877948,309710.7438016529,841000,2.7154369579719813
G06003702964,1990,California,2964,5101,184,8,344,476,2348,69,0,44,22,500,283,721,537,310,5853,249,6102,0.040806293018682396,2417,0.9714522134877948,309710.7438016529,806100,2.6027511674449633
G06003702965,1990,California,2965,1792,478,31,243,1035,1197,55,85,124,138,180,152,154,149,270,2988,585,3573,0.163727959697733,1252,0.9560702875399361,188073.39449541285,789400,4.19729756097561
G06003702966,1990,California,2966,3022,303,33,191,1053,1664,113,19,215,144,226,208,120,215,630,3593,984,4577,0.21498798339523706,1777,0.9364096792346651,217894.73684210525,718800,3.298840579710145
G06003702969,1990,California,2969,5167,333,44,340,1085,3019,217,164,281,290,590,380,327,366,838,6000,942,6942,0.13569576490924806,3236,0.9329419035846724,249085.36585365853,717800,2.8817429620563035
G06003702969,1990,California,2969,5167,333,44,340,1085,3019,217,164,281,290,590,380,327,366,838,6000,942,6942,0.13569576490924806,3236,0.9329419035846724,249085.36585365853,735700,2.953605875152999
G06003702970,1990,California,2970,4311,51,19,158,187,2117,95,58,23,55,453,117,390,324,792,4409,317,4726,0.06707575116377486,2212,0.9570524412296564,323684.2105263158,960900,2.9686341463414636
G06003702970,1990,California,2970,4311,51,19,158,187,2117,95,58,23,55,453,117,390,324,792,4409,317,4726,0.06707575116377486,2212,0.9570524412296564,323684.2105263158,883900,2.7307479674796746
G06003702971,1990,California,2971,4930,488,73,350,2014,2413,194,223,291,68,195,80,338,415,997,5259,2339,7598,0.3078441695182943,2607,0.9255849635596471,211818.18181818182,685500,3.2362660944206008
G06003702971,1990,California,2971,4930,488,73,350,2014,2413,194,223,291,68,195,80,338,415,997,5259,2339,7598,0.3078441695182943,2607,0.9255849635596471,211818.18181818182,704600,3.326437768240343
G06003702972,1990,California,2972,5938,249,79,333,670,3043,201,69,265,241,611,521,515,323,699,6434,765,7199,0.10626475899430476,3244,0.938039457459926,248055.55555555556,657200,2.649406494960806
G06003702972,1990,California,2972,5938,249,79,333,670,3043,201,69,265,241,611,521,515,323,699,6434,765,7199,0.10626475899430476,3244,0.938039457459926,248055.55555555556,757300,3.0529451287793954
G06003702973,1990,California,2973,2957,79,0,149,50,1121,31,159,85,21,54,112,142,352,227,2998,122,3120,0.0391025641025641,1152,0.9730902777777778,318807.3394495413,937500,2.940647482014388
G06003702974,1990,California,2974,3465,20,5,158,42,1570,45,0,75,107,284,512,613,17,7,3582,108,3690,0.02926829268292683,1615,0.9721362229102167,447674.4186046512,1063400,2.3753870129870127
G06003702975,1990,California,2975,3114,71,24,191,193,1380,59,7,29,16,200,187,497,410,93,3304,286,3590,0.07966573816155989,1439,0.9589993050729674,351271.18644067796,906900,2.5817659831121835
G06003702975,1990,California,2975,3114,71,24,191,193,1380,59,7,29,16,200,187,497,410,93,3304,286,3590,0.07966573816155989,1439,0.9589993050729674,351271.18644067796,916000,2.6076718938480097
G06003702976,1990,California,2976,5285,399,91,348,403,2918,258,65,357,306,389,517,364,329,849,6031,424,6455,0.0656855151045701,3176,0.9187657430730478,271808.5106382979,890900,3.277675146771037
G06003702976,1990,California,2976,5285,399,91,348,403,2918,258,65,357,306,389,517,364,329,849,6031,424,6455,0.0656855151045701,3176,0.9187657430730478,271808.5106382979,792300,2.9149197651663403
G06003703001,1990,California,3001,5156,8,0,571,9,1987,46,0,34,13,234,642,780,215,115,5567,166,5733,0.02895517181231467,2033,0.9773733398917855,376605.50458715594,1398700,3.7139658952496957
G06003703002,1990,California,3002,4072,11,51,459,62,1758,69,11,87,90,21,236,650,483,249,4407,225,4632,0.048575129533678756,1827,0.9622331691297209,297742.47491638793,1133500,3.8069811850603767
